,problem_id,prompts,code
116,lsn12_skill2,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function called `fahrenheit_to_kelvin()`. Your function should take
a temperature (in Fahrenheit) as a parameter, and RETURN (NOT PRINT) the
equivalent temperature in Kelvin.

**NOTE:  
** The formula for converting between Fahrenheit and Kelvin is

**K = ((F - 32) / 1.8) + 273.15**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def fahrenheit_to_kelvin(F):
    K = ((F - 32) / 1.8) + 273.15
    return K
"
117,lsn12_skill1,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

You have been provided with a function called get_fuel_consumption() that
takes a distance in kilometers as a parameter, and calculates the fuel
consumed (in gallons) by a 747 aircraft to travel this distance.

Call this function to determine how much fuel is consumed by a 747 when
traveling 1500 kilometers. Store the returned result in a variable called
fuel_consumed

Remember, ""Calling a function"" simply means typing in the name of the function
(and providing it with any parameters that it needs--in this case, there are
no parameters since there is nothing in the parenthesis).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# call the function and store the result in a variable
fuel_consumed = get_fuel_consumption(1500)
"
118,lsn12_in_circle,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that determines if a point is within a circle. You will
name your function `in_circle()`. It has five parameters:

  1. The coordinates of the point that is to be tested (x, y)
  2. The center of a circle (cir_x, cir_y)
  3. The radius of the circle (radius)

 The `in_circle()` function will return **True** if the point is on or inside
the circle, and **False** otherwise.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def in_circle(x, y, cir_x, cir_y, radius):
    return (x-cir_x)**2 + (y-cir_y)**2 <= radius**2

# You can uncomment below lines for testing
# print(in_circle(1, 1, 0, 0, 1))  # should return True
# print(in_circle(2, 2, 0, 0, 1))  # should return False
"
119,lsn12_distance,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that computes the distance between two points. You will
name your function `dist_points`. It has four parameters, the cordinates of
the two points as `x1, y1, x2, y2`. The `dist_points()` function will return
the distance between the two points as a floating point number.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def dist_points(x1, y1, x2, y2):
    return ((x2 - x1)**2 + (y2 - y1)**2)**0.5
# testing
# print(dist_points(0,0,3,4))---->>>5.0
"
120,lsn12_circle,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that computes the area of a circle. You will name your
function `area_circle`. It has one parameter, the radius of the circle,
`radius`. The `area_circle()` function will return the area of the circle.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def area_circle(radius):
    return 3.14159 * (radius**2)
"
121,lsn12_asteroids,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
**

""Asteroids"" was an arcade game created in 1979 by Atari, Inc. In the game, the
player is given control of a spaceship that has the ability to shoot bullets.
The player is then placed in a field of floating rocks, and is tasked with
destroying them without running into them.

In this lab, you will write a ""collision detection"" function that will be used
by the game to determine if the player's ship has hit a rock. To make this
simple, assume that an imaginary circle extends from the center of the
asteroid and the player's ship (see below image). If the two circles ever
overlap one another, then a collision has occurred. (NOTE: There are more
accurate ways to detect a collision. [Click here if you want to learn more
(Links to an external site.)](https://bell0bytes.eu/basic-collision-
detection/)).

![](https://bell0bytes.eu/content/images/2019/03/spaceShipAsteroid.png)

Your function, which you will name `detect_collision()` should have six
parameters: the (x, y) coordinates of the center of player's ship, the ship's
radius, the (x, y) coordinates of the center of an asteroid, and the
asteroid's radius. Your function will return `True` if the player's ship has
hit the asteroid, and `False` otherwise.

**HINT: _  
_** _You may want to copy and paste the_  `dist_points`  _function you created
earlier. It's almost as if we are trying to demonstrate the importance of
reusable functions . . ._

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
test against the server, only include the code for the function itself (you
can comment out your test code).



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import math

def detect_collision(ship_x, ship_y, ship_radius, astro_x, astro_y, astro_radius):
    
    def dist_points(x1, y1, x2, y2):
        return math.sqrt((x2 - x1)**2 + (y2 - y1)**2)
    
    distance = dist_points(ship_x, ship_y, astro_x, astro_y)

    if(distance <= ship_radius + astro_radius):
        return True
    else:
        return False
"
122,lsn11_triangle,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Write a function that computes the area of a triangle. You will name your
function `area_triangle()`. It has two parameters, the height of the triangle,
`height`, and the length of the base, `base`. The `area_triangle()` function
will print the area of the triangle.

**IMPORTANT:  
** You are encouraged to write code to test your function. However, when you
submit to the server for grading, only the function will be tested.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def area_triangle(height, base):
    area = (1/2) * base * height
    print(area)


# testing the function
# area_triangle(4, 5)
"
123,lsn11_skill3,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** Define a function called `print_hello()`. Your function should, when
called, simply print out a message of your choosing that would be a greeting
to someone.

**IMPORTANT NOTE:**  
Functions only run when a program calls them. For the purposes of this
exercise, you do not need to call the function. If you don't, however, nothing
will appear on the screen when you run it in Thonny.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def print_hello():
    print(""Hello, Welcome to Python Programming!"")
"
124,lsn11_skill2,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a function called `draw_multiple_trees()` that
outputs a tree using ASCII art. Unlike the previous problem, this function
accepts a parameter that tells it how many trees to draw.

Write a program that:

  1. Gets an integer from the user and stores it in a variable. You can name this variable whatever you want.
  2. Call the function, and passes the variable to it. 

Remember that ""passing a value"" to a function simply means putting the number
inside the parenthesis when you call it.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# get an integer from the user and store it in a variable 
num_trees = int(input(""Enter the number of trees you want to draw: ""))

# call the function, and pass the variable to it
draw_multiple_trees(num_trees)
"
125,lsn11_skill1,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with a function called `draw_tree()` that prints a
tree using ASCII art:

    
    
     *  
     ***  
    *****  
     |

Call this function



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def draw_tree():
    print("" * "")
    print(""***"")
    print(""***"")
    print("" | "")

draw_tree()
"
126,lsn11_imagesize,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
PROBLEM STATEMENT:  
Write a function that computes the size of an uncompressed image. You will
name your function calculate_size_of_image(), and it will have three
parameters: the width of the image, the height of the image, and the bit depth
(i.e., # of bits per pixel).

The function should print the size of the image in kilobytes.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def calculate_size_of_image(width, height, bit_depth):
    size = (width * height * bit_depth) / (8 * 1024)
    print(size)
```
"
127,lsn11_callme,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
**PROBLEM STATEMENT:  
** You have been provided with three functions. Open the template file, and
perform the following tasks: **  
**

  * **Task 1:** Ask the user to enter a width and height. Do **NOT** assume they are whole numbers. Call area_rectangle and give it the user values
  * **Task 2:** Ask the user to enter a string. Call print_backwards and give it the user value
  * **Task 3:** You have been provided with a variable called my_number. Call positive_or_negative and give it the variable



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def main():
    # task 1
    width = float(input(""Please enter a width: ""))
    height = float(input(""Please enter a height: ""))
    area_rectangle(width, height)

    # task 2
    text = input(""Please enter a string: "")
    print_backwards(text)

    # task 3
    positive_or_negative(my_number)
"
128,lsn1_helloworld,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.
  1. Download the template file below and save it somewhere you will remember.  Do not rename the file!  
  

  2. Open the file in Thonny.  You should be able to double click on it.  
  

  3. Press the play button.  It looks like a Green button  
  
  

  4. You will see the following prompt in the Console.  Type 'y' (without the quotes) and press ENTER.  
  
  

  5. The test program will automatically run and print a result.  If you see the following, you are good to go.  Otherwise, contact your instructor:  



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.",I'm sorry. It's not clear what specific problem you're asking about. You haven't provided any skeleton code or a problem statement to write a solution for. Could you please provide more information?
129,a4_7_fit_u,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.




**PROBLEM STATEMENT:  
**

You have been provided with a dataset called `afpft_v2.csv` that describes how
various Air Force personnel performed on their most recent fitness test. Do
NOT ask the user for the file name--just open and read this specific file.
Here is a typical line from the dataset (each line ends with the newline ""\n""
character):



`38, 52, 29, 568`



Each position in the line (separated by a comma) represents a different ""data
element,"" or ""column."" The following table shows how the above line can be
interpreted:  
  

  | Sit Ups  
(Reps) | Push Ups  
(Reps) | Waist  
(inches) | 1.5 Mile Run Time  
(seconds)  
---|---|---|---|---  
Value | 45 | 65 | 32 | 630  
  


**Write a Python program that analyzes this file and prints the # of
_unsatisfactory_ (less than 75) scores. **



To assist you, we have provided you with a module called `fitness_calculator`
that contains four functions:

  * calculate_waist_score
  * calculate_pushup_score
  * calculate_situp_score
  * calculate_run_score



Each function takes a single number as a parameter, and **returns** the score
for that category. For example, to get the score for an Airman who did 45
pushups, you could import the module and call it, as follows:

    
    
    pushup_score = fitness_calculator.calculate_pushup_score(45)



To get a single Airman's total score, simply calculate the score for each
category and add them up.

    
    
    score = waist_score + pushup_score + situp_score + run_score



**EXAMPLES:**

If, for example, the number of unsatisfactory scores is 10, your program
should print:

    
    
    **10**

*** Your answer will be different.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import fitness_calculator

# Open the file
with open('afpft_v2.csv', 'r') as file:

    # initialize your counter
    unsatisfactory_scores = 0

    # read through each line
    for line in file:

        # split the values and convert them to int
        sit_ups, push_ups, waist, run_time = map(int, line.split(','))

        # calculate the scores
        sit_ups_score = fitness_calculator.calculate_situp_score(sit_ups)
        push_ups_score = fitness_calculator.calculate_pushup_score(push_ups)
        waist_score = fitness_calculator.calculate_waist_score(waist)
        run_time_score = fitness_calculator.calculate_run_score(run_time)

        # sum up the scores
        total_score = sit_ups_score + push_ups_score + waist_score + run_time_score

        # if the score is unsatisfactory, increment your counter
        if total_score < 75:
            unsatisfactory_scores += 1

    # print the number of unsatisfactory scores
    print(unsatisfactory_scores)
"
130,a4_7_fit_e,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
**

You have been provided with a dataset called `afpft_v1.csv` that describes how
various Air Force personnel performed on their most recent fitness test. Do
NOT ask the user for the file name--just open and read this specific file.
Here is a typical line from the dataset (each line ends with the newline ""\n""
character):



`38, 52, 29, 568`



Each position in the line (separated by a comma) represents a different ""data
element,"" or ""column."" The following table shows how the above line can be
interpreted:  
  

  | Waist  
(inches) | Push Ups  
(Reps) | Sit Ups  
(Reps) | 1.5 Mile Run Time  
(seconds)  
---|---|---|---|---  
Value | 38 | 52 | 29 | 568  
  


**Write a Python program that analyzes this file and prints the # of excellent
(90 or higher) scores.**



To assist you, we have provided you with a module called `fitness_calculator`
that contains four functions:

  * calculate_waist_score
  * calculate_pushup_score
  * calculate_situp_score
  * calculate_run_score



Each function takes a single number as a parameter, and **returns** the score
for that category. For example, to get the score for an Airman who did 45
pushups, you could import the module and call it, as follows:

    
    
    pushup_score = fitness_calculator.calculate_pushup_score(45)



To get a single Airman's total score, simply calculate the score for each
category and add them up.

    
    
    score = waist_score + pushup_score + situp_score + run_score



**EXAMPLES:**

If, for example, the number of excellent scores is 4, your program should
print:

    
    
    **4  
    **

*** Your answers will be different.**



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
import fitness_calculator

file = open('afpft_v1.csv', 'r')

excellent_scores = 0

for line in file:
    data = line.strip().split(',')
    waist_score = fitness_calculator.calculate_waist_score(int(data[0]))
    pushup_score = fitness_calculator.calculate_pushup_score(int(data[1]))
    situp_score = fitness_calculator.calculate_situp_score(int(data[2]))
    run_score = fitness_calculator.calculate_run_score(int(data[3]))

    total_score = waist_score + pushup_score + situp_score + run_score
    if total_score >= 90:
        excellent_scores += 1

print(excellent_scores)
"
131,a4_6_scores,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:**

You have been asked to write a program to assess student's performance on a
recent test. Write a Python program that asks the user to repeatedly type in
the name of a cadet, followed by their test score (between 0 and 100) until
the user types the word ""DONE"". Your program then analyze the values and
print:

  * The highest overall test score (just score, not the name)
  * The names of all cadets who scored within 10 points of the highest score. 
    * Comparison to the target score should be exclusive.
    * The names should be output in the same order of input.



**EXAMPLES:**

  | **Example 1**  
---|---  
**Input(s)** | Paul  
95  
Andrew  
86  
Joel  
57  
DONE  
**Output(s)** | 95  
Paul  
Andrew



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
cadets = {}
highest_score = 0

while True:
    name = input()
    if name == 'DONE':
        break
    score = int(input())
    cadets[name] = score
    if score > highest_score:
        highest_score = score

print(highest_score)

for name, score in cadets.items():
    if highest_score - score < 10:
        print(name)
"
132,a4_6_flighthours,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:**

You have been asked to write a program to get flying hours from a squadron of
pilots for the month. Write a Python program that asks the user to repeatedly
type in the name of a pilot, followed by their flying hours until the user
types the word ""DONE"". Your program then analyze the values and print:

  * The average number of flying hours (as a whole number)
  * The names of all pilots who flew less than the average number of flight hours. 
    * Comparison to the average should be exclusive.
    * Names should be output in the same order as input



**EXAMPLES:**

  | **Example 1**  
---|---  
**Input(s)** | Polo  
95  
Renegade  
78  
Headphones  
70  
DONE  
**Output(s)** |

81  
Renegade  
Headphones



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
pilot_list = []
hours_list = []

while True:
    name = input()
    if name == ""DONE"":
        break
    hours = int(input())
    pilot_list.append(name)
    hours_list.append(hours)

average = sum(hours_list)//len(hours_list)
print(average)

for i in range(len(pilot_list)):
    if hours_list[i] < average:
        print(pilot_list[i])
"
133,a4_6_aft,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:**

You have been asked to write a program to assess student's performance on the
AFT. Write a Python program that asks the user to repeatedly type in the name
of a cadet, followed by their run time (in whole seconds) until the user types
the word ""DONE"". Your program then analyze the values and print:

  * The fastest (lowest) AFT time.
  * The names of all cadets who were within 30 seconds of the fastest time. 
    * Comparison to the target time should be exclusive.
    * Names should be output in the same order as input



**EXAMPLES:**

  | **Example 1**  
---|---  
**Input(s)** | Paul  
545  
Andrew  
661  
Joel  
575  
DONE  
**Output(s)** | 545  
Paul  
Joel



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
cadets = {}
fastest_time = float('inf')

while True:
    cadet_name = input().strip()
    
    if cadet_name == ""DONE"":
        break
    
    time = int(input().strip())
    
    if time < fastest_time:
        fastest_time = time

    cadets[cadet_name] = time

print(fastest_time)
for name, time in cadets.items():
    if fastest_time < time <= fastest_time + 30:
        print(name)
"
134,a4_5_translate,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:**

Write a function called get_english_word that **returns** the English
translation for a Spanish word. Your function will take the following two
parameters:

  1. The spanish word (e.g., ""Hola"").
  2. A dictionary containing a list of Spanish / English pairs. 

Here is an example of what the dictionary might look like:



**Key** | **Value**  
---|---  
Hola | Hello  
Adios | Goodbye  
Aeronave | Aircraft  
  


Your function should **return** the English translation of the Spanish word
contained within the dictionary.



**HINT:**

Using parameters and return with functions is in the Lessons 11/12 block on
your Python Quick Reference guide.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def get_english_word(spanish_word, dictionary):
    try:
        return dictionary[spanish_word]
    except KeyError:
        return 'No translation found'
"
135,a4_5_password,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:**

Write a function called get_password that **returns** the password for a
specified website. Your function will take the following two parameters in
this order:

  1. The website (e.g., ""Amazon"").
  2. A dictionary containing a list of website/password pairs. 

Here is an example of what the dictionary might look like:



**Key** | **Value**  
---|---  
Amazon | password1234  
Facebook | aardvark  
Twitter | AirPower!  
  


Your function should return the password of the website contained within the
dictionary.



**HINT:**

Using parameters and **return** with functions is in the Lessons 11/12 block
on your Python Quick Reference guide.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def get_password(website, password_dict):
    return password_dict[website]
"
136,a4_5_areacode,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:**

Write a function called get_area_code that **returns** the area code for a
specific state. Your function will take the following two parameters in this
order:

  1. The name of the state (e.g., ""California"").
  2. A dictionary containing a list of State / Area Code Pairs. 

Here is an example of what the dictionary might look like:



**Key** | **Value**  
---|---  
California | 209  
Michigan | 234  
Colorado | 719  
  


Your function should **return** the area code for the specified state
contained within the dictionary.



**HINT:**

Using parameters and return with functions is in the Lessons 11/12 block on
your Python Quick Reference guide.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def get_area_code(state_name, area_code_pairs):
    return area_code_pairs[state_name]
"
137,a4_3_parks,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** You have been provided with a table called `amusement_parks` that contains
information about various amusement parks in the United States. Logically, the
table can be represented as follows:



**Price Per Day** | **Name of Park** | **State**  
---|---|---  
$154.00 | Disneyland | California  
$169.34 | Disney World | Florida  
$79.99 | Great America | California  
$73.00 | Cedar Point | Ohio  
  


Write code that gets 1) the name of the park, 2) the state where the park is
located, and 3) the price of a single day of admission from the user. Your
program should then add a new row to the table containing these values.



HINT:

  * When you are creating your row, make sure you are adding the columns in the correct order!





Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Get user input
park_name = input(""Enter the name of the park: "")
park_state = input(""Enter the state where the park is located: "")
park_price = input(""Enter the price of a single day of admission: "")

# Create new row
new_row = [park_price, park_name, park_state]

# Assume amusement_parks is a list of lists
amusement_parks.append(new_row)
"
138,a4_3_new_cars,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** You have been provided with a table called `new_cars` that contains
information about various automobiles for sale in the United States.
Logically, the table can be represented as follows:



**Unit Price  ** | **Model Name** | **Make**  
---|---|---  
$26,660 | Bronco | Ford  
$36,340 | 4Runner | Toyota  
$68,199.99 | Q8 | Audi  
$48,475 | Silverado | Chevrolet  
  


Write code that gets 1) Model Name of the car, 2) Make, and 3) the unit price.
Your program should then add a new row to the table containing these values.



HINT:

  * When you are creating your row, make sure you are adding the columns in the correct order!



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# defining the table
new_cars = [
    [26660.00, 'Bronco', 'Ford'],
    [36340.00, '4Runner', 'Toyota'],
    [68199.99, 'Q8', 'Audi'],
    [48475.00, 'Silverado', 'Chevrolet']
]

# get the inputs from the user
unit_price = float(input(""Enter the unit price of the car: ""))
model_name = input(""Enter the model name of the car: "")
make = input(""Enter the make of the car: "")

# add a new row in the table
new_cars.append([unit_price, model_name, make])
"
139,a4_3_aircraft,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** You have been provided with a table called `usaf_aircraft` that contains
information about various aircraft in the United States Air Force inventory.
Logically, the table can be represented as follows:



**Unit Price in Millions** | **Aircraft Name** | **Manufacturer**  
---|---|---  
$218 | C-17 Globemaster | Boeing  
$14.6 | F-16 Falcon | General Dynamics  
$16.9 | MQ-9 Reaper | General Atomics  
$737 | B-2 Spirit | Northrop Grumman  
  


Write code that gets 1) Name of the Aircraft, 2) Manufacturer, and 3) the unit
price in millions. Your program should then add a new row to the table
containing these values.



HINT:

  * When you are creating your row, make sure you are adding the columns in the correct order!



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# Skeleton Code

class Aircraft:
 
    usaf_aircraft = [
        {'Unit Price in Millions': 218, 'Aircraft Name': 'C-17 Globemaster', 'Manufacturer': 'Boeing'}, 
        {'Unit Price in Millions': 14.6, 'Aircraft Name': 'F-16 Falcon', 'Manufacturer': 'General Dynamics'},
        {'Unit Price in Millions': 16.9, 'Aircraft Name': 'MQ-9 Reaper', 'Manufacturer': 'General Atomics'},
        {'Unit Price in Millions': 737, 'Aircraft Name': 'B-2 Spirit', 'Manufacturer': 'Northrop Grumman'}
    ]

    def add_aircraft(self, unit_price, name, manufacturer):
        self.usaf_aircraft.append({'Unit Price in Millions': unit_price, 'Aircraft Name': name, 'Manufacturer': manufacturer})

aircraft = Aircraft()

# This step adds new row to the table
aircraft.add_aircraft(150, 'F-22 Raptor', 'Lockheed Martin')

"
140,a4_2_sickness,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Body temperature (in Fahrenheit)
  * Body aches (a string, which will be either ""yes"" or ""no"")
  * Loss of smell (a string, which will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine a person's
risk of having an infectious disease:

  1. If the person's temperature is above 100.4 degrees, print ""High Risk""
  2. If the person is experiencing both body aches and loss of smell, print ""High Risk""
  3. For all other situations, print ""Low Risk""



**EXAMPLE:  
**

  | **Example 1** | **Example 2**  
---|---|---  
Input |

99.0  
yes  
yes  
  

| 100.4  
no  
yes  
Output | High Risk | Low Risk  
  




Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
#Provided code
body_temp = float(input(""Enter body temperature: ""))
body_aches = input(""Experiencing body aches (yes/no): "")
loss_of_smell = input(""Experiencing loss of smell (yes/no): "")

#Your code here

if body_temp > 100.4 or (body_aches == ""yes"" and loss_of_smell == ""yes""):
    print(""High Risk"")
else:
    print(""Low Risk"")
"
141,a4_2_pt,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Outside Temperature (in Fahrenheit)
  * Lightning within 5?(a string, which will be either ""yes"" or ""no"")
  * Winds over 20 knots? (a string, which will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine if PT is
cancelled or a go:

  1. If the outside temperature is above 90 degrees, print ""PT Cancelled""
  2. If there is lightning within 5 or winds over 20 knots print ""PT Cancelled""
  3. For all other situations, print ""PT is a Go""



**EXAMPLE:  
**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
Input |

99.0  
no  
no  
  

| 85  
no  
yes |

85

no

no  
  
Output | PT Cancelled | PT Cancelled | PT is a Go  
  




Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
outside_temperature = float(input())
lightning_with_in_5 = input()
winds_over_20_knots = input()

if outside_temperature > 90:
    print(""PT Cancelled"")
elif lightning_with_in_5 == ""yes"" or winds_over_20_knots == ""yes"":
    print(""PT Cancelled"")
else:
    print(""PT is a Go"")
"
142,a4_2_dog,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
** You have been provided with a template that gets the following values from
the user:

  * Outside Temperature (in Fahrenheit)
  * Is it raining? (a string that will be either ""yes"" or ""no"")
  * Is it daytime? (a string that will be either ""yes"" or ""no"")



Using the following rules as a guide, have your program determine if the dog
is outside:

  1. If the outside temperature is above 85 degrees, print ""Dog Inside""
  2. If it is raining outside print ""Dog Inside""
  3. If it is NOT daytime, print ""Dog Inside""
  4. For all other situations, print ""Dog Outside""



**EXAMPLE:  
**

  | **Example 1** | **Example 2** | **Example 3**  
---|---|---|---  
Input |

99.0  
no  
yes  
  

| 80  
yes  
yes |

75

no

yes  
  
Output | Dog Inside | Dog Inside | Dog Outside  
  




Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
# get user input
temp = float(input(""What is the outside temperature? ""))
rain = input(""Is it raining? "").lower()
daytime = input(""Is it daytime? "").lower()

# process input and determine if dog is outside
if temp > 85:
    print(""Dog Inside"")
elif rain == ""yes"":
    print(""Dog Inside"")
elif daytime == ""no"":
    print(""Dog Inside"")
else:
    print(""Dog Outside"")
```
"
143,a4_1_lift,"You are a helpful Teaching Assistant in a CS1 programming course teaching the basics of python programming.


**PROBLEM STATEMENT:  
**

Write a Python function that calculates the lift for an aircraft. You will
name your function `calculate_lift`, and it will have the following parameters
(in this order):

  * Lift coefficient
  * Density
  * Velocity
  * Area

Your function will **return** the lift, which can be computed using the
following equation:



![Principles of Flying](https://www.thaitechnics.com/fly/tg4/lift_equa.gif)



NOTE: You do NOT need to call the function.



Please build your solution based on the following skeleton code: :
nan
The answer should be code only, please do not provide explanations. Please put the answer within the fenced code block. The skeleton code should be included in your answer.","
def calculate_lift(lift_coefficient, density, velocity, area):
    return (lift_coefficient * density * (velocity**2) * area) / 2
"
